"","mar.rel","rdp.mrel","ave.csee","rdp.ave","max.csee","rdp.max","order"
"1",0.862315411302483,"(-0.08)",0.395168053077009,"(-0.08)",0.670671954802409,"(-0.42)",1
"2",0.860415702595539,"(0.16)",0.398250620083453,"(0.16)",0.670844117580481,"(-0.34)",2
"3",0.859952464321834,"(-0.24)",0.400039273350523,"(-0.24)",0.671173736182733,"(-0.44)",3
"4",0.85953794550035,"(0.14)",0.401648972036861,"(-0.12)",0.67147572216697,"(-0.38)",4
"5",0.859075722620486,"(-0.12)",0.402360032379926,"(0.14)",0.671764703712905,"(-0.4)",5
"6",0.857939506780783,"(0.2)",0.40286841856577,"(-0.28)",0.678463545888674,"(-0.6)",6
"7",0.857359209396476,"(-0.26)",0.403256378057629,"(-0.26)",0.678495382512515,"(-0.52)",7
"8",0.857233026522764,"(0.26)",0.404392333204448,"(-0.3)",0.678500015262056,"(-0.58)",8
"9",0.857151280663446,"(-0.1)",0.404751392445795,"(0.2)",0.678822716555253,"(-0.62)",9
"10",0.856991750462695,"(0.18)",0.405240972284818,"(0.28)",0.678968380062081,"(-0.54)",10
"11",0.856527557585341,"(-0.02)",0.405455184376778,"(-0.02)",0.679124189969429,"(-0.7)",11
"12",0.856403348657927,"(-0.3)",0.405494001701831,"(0.04)",0.679325170307178,"(-0.48)",12
"13",0.856243489997381,"(-0.28)",0.405550690299975,"(0.18)",0.679429388267223,"(-0.68)",13
"14",0.85565998457317,"(0)",0.405959226413222,"(-0.34)",0.679596882297629,"(-0.56)",14
"15",0.8555973685889,"(0.28)",0.40613120127616,"(-0.1)",0.679821962847025,"(-0.5)",15
"16",0.855201612668276,"(0.3)",0.406212210587026,"(0)",0.684675234738968,"(-0.32)",16
"17",0.854953659250854,"(-0.34)",0.407138581688401,"(0.3)",0.684720139574673,"(-0.24)",17
"18",0.85485750391624,"(-0.06)",0.407166894494608,"(0.26)",0.684726685696797,"(-0.3)",18
"19",0.85462816833376,"(-0.32)",0.407562096735091,"(-0.32)",0.684775878792104,"(-0.28)",19
"20",0.854428016789912,"(0.24)",0.409439408578355,"(-0.06)",0.68478244376371,"(-0.18)",20
