"","mar.rel","loc.mrel","ave.csee","loc.ave","max.csee","loc.max","order"
"1",0.919844923524735,1170,0.283960663556344,1078,0.461939518993169,1227,1
"2",0.919147655338532,1135,0.284579038634422,1256,0.465957822570459,362,2
"3",0.919135843089088,1234,0.285208826712861,1220,0.468053679526593,1009,3
"4",0.919011630944676,1063,0.285763684465777,1222,0.46808357883277,978,4
"5",0.918771881646226,1163,0.285765037027229,968,0.468975435282682,810,5
"6",0.918524046669474,984,0.286570769328825,929,0.469223894048262,306,6
"7",0.918477052034987,1168,0.2867883007906,899,0.470372936985086,725,7
"8",0.918369827917922,1241,0.287009093297725,1116,0.470736087409359,1205,8
"9",0.918209722029821,1061,0.28707589481655,1259,0.471502816416615,513,9
"10",0.918067837779331,1015,0.287109314612131,1221,0.472081739609297,870,10
"11",0.917846105397829,1097,0.287125824260096,1138,0.472245182463059,942,11
"12",0.917719408786151,988,0.287146532851032,1248,0.472272170404886,722,12
"13",0.917553705089416,234,0.287245670447936,1187,0.472674619829206,1272,13
"14",0.917502469650694,1256,0.287272289550665,1135,0.472907075128853,145,14
"15",0.917392354475489,1022,0.287397811283085,1115,0.472917432710977,616,15
"16",0.917351342197107,989,0.287413480619845,1061,0.472919184055423,941,16
"17",0.917344817655585,1200,0.287418068302963,963,0.472919611165035,904,17
"18",0.917300334919212,879,0.287419097350479,1291,0.472923935281169,1011,18
"19",0.917211977880529,1194,0.287425146496404,1005,0.47292469657421,542,19
"20",0.917150709050306,1017,0.287518157305553,862,0.472925587462333,651,20
"21",0.916930122780122,1078,0.28752332614032,859,0.472929016061223,832,21
"22",0.91690633941199,1128,0.287603306330783,1168,0.472930621719201,364,22
"23",0.916891091455525,1132,0.287613898959525,1285,0.472933449306673,436,23
"24",0.916851152078035,877,0.287697685891224,1290,0.472936816578074,509,24
"25",0.916825929582734,1099,0.287715611168383,1033,0.472938036731956,293,25
"26",0.916687204612013,987,0.287723640324356,1163,0.472939559621951,833,26
"27",0.916678268711375,732,0.287899853497628,1283,0.47294018633222,185,27
"28",0.916586559271161,958,0.287928948447406,1063,0.472941153476719,5,28
"29",0.916483714768105,1237,0.287962677678983,1107,0.472946862063399,687,29
"30",0.916442454830594,1243,0.287967875249565,1170,0.47294759337587,1082,30
"31",0.916426165473051,1138,0.287985459794518,1223,0.472947952756197,253,31
"32",0.916374214879129,629,0.288035894552748,1022,0.472949839147211,1226,32
"33",0.91636548240616,630,0.28807219600675,1234,0.472950630481592,38,33
"34",0.916362547119441,701,0.288081110299482,1241,0.472950702714512,1049,34
"35",0.916285328576897,990,0.288173427752301,1237,0.472952631808304,867,35
"36",0.916272851570058,1166,0.288181298952866,898,0.472953013906092,796,36
"37",0.916264636105819,1058,0.28819353151803,989,0.47295380516823,685,37
"38",0.916263112259295,1025,0.288222765450384,895,0.472954831934145,1263,38
"39",0.916262489880984,1100,0.288336888029394,1104,0.47295539842552,795,39
"40",0.916204745206313,1278,0.288505025144394,988,0.472958042504222,397,40
"41",0.916166435773664,1027,0.28852286741869,1219,0.472958237641317,1262,41
"42",0.916101840335775,1274,0.288535538673923,1186,0.47295860755126,400,42
"43",0.916096629701096,1064,0.288586065387622,1200,0.472959767460558,1265,43
"44",0.916096611657366,963,0.288594470095248,1188,0.472960852545535,257,44
"45",0.916086823991062,1230,0.288596421838141,1100,0.472967040200977,469,45
"46",0.916075310922016,844,0.288717553354584,1243,0.472967242769556,901,46
"47",0.91605938874795,812,0.288782120924944,892,0.472968684508262,760,47
"48",0.916049858175373,1094,0.288793518744362,1254,0.472969823560045,869,48
"49",0.916049052073731,1219,0.288836863492097,1072,0.472971757887418,506,49
"50",0.916032772683097,899,0.288852194089913,984,0.472975458184256,937,50
"51",0.916026756487233,1162,0.288856988551689,971,0.472977053134334,1192,51
"52",0.915952181544102,1238,0.288875692190643,1180,0.472977991030512,1083,52
