"","mar.rel","loc.mrel","ave.csee","loc.ave","max.csee","loc.max","order"
"1",0.898991646530096,54,0.327223451524469,57,0.632966147571912,29,1
"2",0.898333378830499,57,0.327228744848567,54,0.632966685189852,32,2
"3",0.898211510667342,59,0.327669240682686,56,0.632968156350739,31,3
"4",0.897895689796879,58,0.328580009485873,58,0.63296890932888,34,4
"5",0.897852492660673,56,0.329416174091178,60,0.632972343546224,30,5
"6",0.897560107880846,55,0.329544651663903,59,0.632972450146359,33,6
"7",0.897334633713076,50,0.329863934760665,55,0.632980501771861,28,7
"8",0.897014415821459,60,0.33048208058764,50,0.63300854726471,35,8
"9",0.896970208127793,53,0.33049001831782,53,0.638089773935782,9,9
"10",0.896593813232789,69,0.331634472477332,69,0.63810197352124,7,10
"11",0.896451733681668,44,0.332560007280787,52,0.638113217412594,8,11
"12",0.896445452612231,52,0.332974990495889,46,0.638136522604146,6,12
"13",0.895738885458417,43,0.33343437285991,61,0.638159142544436,5,13
"14",0.895430679736188,35,0.333638264932912,43,0.638173628437891,2,14
"15",0.89523478201445,51,0.333807245130119,44,0.638204016173265,3,15
"16",0.894996305638303,46,0.334012457954125,35,0.638213498781068,4,16
"17",0.894573265733281,49,0.334396452746259,68,0.639342332217952,18,17
"18",0.894572330899537,61,0.335279100615698,49,0.639344292334513,26,18
"19",0.893659073223022,68,0.335361076004846,51,0.63934448377544,27,19
"20",0.893658895036721,47,0.335556760022822,66,0.639345560926911,15,20
"21",0.893293650596609,45,0.336084792737775,63,0.639345696356019,21,21
"22",0.892848497657362,48,0.336541467633207,62,0.63934647690819,14,22
"23",0.892555432977136,36,0.33657799941594,64,0.639348394957945,24,23
"24",0.892060948445002,65,0.336695171449172,67,0.639352864663994,19,24
"25",0.891657975436575,66,0.33758669307284,65,0.639356198211494,23,25
"26",0.891575958421812,37,0.337689042635,36,0.639357424416566,25,26
"27",0.891542347318879,33,0.337740917969317,45,0.639359027473255,11,27
"28",0.891501429302391,67,0.338892121379077,47,0.639362185032705,22,28
"29",0.890790234832396,25,0.338900732726248,48,0.639364129443187,17,29
"30",0.890259631588021,34,0.338912622973434,37,0.63937899657748,12,30
"31",0.89003184841463,42,0.340601018644578,42,0.639386232837891,20,31
"32",0.889751523392209,32,0.341331564364601,71,0.639392830356266,13,32
"33",0.889596789317491,27,0.341937964724133,25,0.639396299064925,10,33
"34",0.889545235520433,63,0.342222263482576,33,0.639416278113908,16,34
"35",0.889151521456559,71,0.342722452454647,41,0.6538509780577,43,35
"36",0.889143516603081,64,0.343453375223301,32,0.653851389527216,45,36
"37",0.888971270434287,41,0.343521652774875,34,0.653853678812528,44,37
"38",0.888376901652474,39,0.343918076542547,27,0.658261805088476,48,38
"39",0.888338706651607,20,0.344676068877457,39,0.658264271440712,49,39
"40",0.888301560394976,29,0.34638249538466,20,0.658265025333339,47,40
"41",0.887696680837666,26,0.346833656171371,26,0.658265313541873,46,41
"42",0.887414657789138,62,0.348556505869714,31,0.669672064870915,38,42
"43",0.886494438123939,31,0.349607379984383,21,0.669673857490591,39,43
"44",0.885584405123975,21,0.34982929867646,29,0.669680766274854,36,44
"45",0.885087276195162,6,0.350774506636553,24,0.66968257859864,37,45
"46",0.88500880834376,15,0.351140285334588,40,0.672399898598878,40,46
"47",0.884981268440961,28,0.351780347903138,38,0.67240154497089,42,47
"48",0.8846837037111,38,0.351968993450385,28,0.672405211300073,41,48
"49",0.884616166078311,40,0.352276774815555,6,0.675031090894616,1,49
"50",0.884566447321335,24,0.352740679240025,23,0.683425760606047,52,50
"51",0.88432635608769,23,0.353691540888895,15,0.68342585024548,50,51
"52",0.882696494178041,3,0.354838303196735,70,0.683426013154143,56,52
"53",0.882690660124105,16,0.357079929666781,22,0.683426150475493,51,53
"54",0.88229490031822,13,0.358582481220012,30,0.683426308142774,53,54
"55",0.882119287302653,10,0.359001018965336,16,0.683426610131529,54,55
"56",0.881661983966612,22,0.359007311104487,3,0.683436240425846,55,56
"57",0.881515693387062,14,0.359433498651065,13,0.689450096953402,57,57
"58",0.880836447251033,18,0.359767946092196,10,0.689635071373775,58,58
"59",0.880761300274681,30,0.360454748478879,8,0.694046460526334,59,59
"60",0.880338918550541,5,0.36080971327577,5,0.712003311627767,60,60
"61",0.879835676837278,2,0.360821529497041,14,0.724942960249484,61,61
"62",0.879509812671168,8,0.360899264767447,18,0.733884500003066,69,62
"63",0.877776442769194,19,0.361153566400491,2,0.765324971267481,65,63
"64",0.876683658859453,17,0.364553446251272,19,0.781659936385064,68,64
"65",0.876209273689165,4,0.366611225119592,17,0.794010412708931,67,65
"66",0.875923869582685,12,0.36889111124636,12,0.802594885319749,66,66
"67",0.875353729383946,70,0.369093294065569,4,0.805491822675683,63,67
"68",0.875149872974158,11,0.37097062110089,11,0.808508726110137,62,68
"69",0.874363260129504,7,0.372534593795909,7,0.813914442962648,71,69
"70",0.873347158569874,9,0.37393563024805,9,0.817663313305409,64,70
"71",0.864073780347744,1,0.385636054360904,1,0.936184355059288,70,71
