"","CCR (Anal)","TER (Anal)","CCR (Sim1000)","TER (Sim1000)","CCR (Sim5000)","TER (Sim5000)"
"CUT.EOS (0)",0.937914082691265,0.0620859173087353,0.93637,0.06363,0.941412,0.058588
"CUT.EOS (0.524)",0.948688258087451,0.0513117419125485,0.9498,0.0502,0.947488,0.052512
"CUT.MLE (0)",0.924372522235545,0.0756274777644547,0.93934,0.06066,0.943524,0.056476
"CUT.MLE (0.524)",0.933657029824252,0.0663429701757481,0.95267,0.04733,0.949748,0.050252
