Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
476,@2213,2213,Include in FY19 calib,FY18_Calibrated&Unused,,2001,2044,1977,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.268864941,-0.0513138,0.15789,1.268864957,0,-0.051313758,0,0.15789,0,4.NF.4a,PU
477,@2218,2218,Include in FY19 calib,FY18_Calibrated&Unused,,5032,4807,3655,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.074377471,1.2931255,0.16055,2.074377491,0,1.293125465,0,0.16055,0,7.SP.8a,PU
478,@2222,2222,Include in FY19 calib,FY18_Calibrated&Unused,,370,385,551,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6877239,0.2,1.137998939,0,1.674373626,0,0.2,0,5.G.3,CU
479,@2223,2223,Include in FY19 calib,FY18_Calibrated&Unused,,4199,4269,3982,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.148707353,0.2360654,0.22006,1.148707353,0,0.236065378,0,0.22006,0,7.NS.1d,PU
480,@2224,2224,Include in FY19 calib,FY18_Calibrated&Unused,,4668,4577,3648,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.403065059,-0.783525,0.10898,1.403065037,0,-0.783525035,0,0.10898,0,2.MD.10,CU
481,@2225,2225,Include in FY19 calib,FY18_Calibrated&Unused,,2695,2124,861,Include FY18 Calib,Operational FY16,,;,0.855463176,0.1416974,0.2813989,1.174558647,0,0.297475703,0,0.28336,0,3.MD.3,PU
482,@2226,2226,Include in FY19 calib,FY18_Calibrated&Unused,,4558,4694,4307,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.019357294,-0.6935954,0.17017,2.019357265,0,-0.693595379,0,0.17017,0,2.MD.10,CU
483,@2227,2227,Include in FY19 calib,FY18 Operational ,,2801,2585,1929,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.321585824,-1.3245704,0.18163,1.321585831,0,-1.32457034,0,0.18163,0,2.MD.10,CU
484,@2228,2228,Include in FY19 calib,FY18_Calibrated&Unused,,8430,8015,5956,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.542372941,0.3177875,0.33905,1.542372965,0,0.317787506,0,0.33905,0,2.G.1,CU
485,@2230,2230,Include in FY19 calib,FY18_Calibrated&Unused,,462,430,488,Include FY18 Calib,Operational FY16,,;,1.12,2.3942815,0.2,1.840730406,0,1.983373628,0,0.19995,0,6.RP.3,PU
486,@2232,2232,Include in FY19 calib,FY18_Calibrated&Unused,,5103,5209,4788,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.603580118,0.1326615,0.21773,0.603580092,0,0.132661495,0,0.21773,0,6.RP.3c,PU
487,@2242,2242,Include in FY19 calib,FY18_Calibrated&Unused,,654,675,777,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.568560176,-0.7767755,0.2492223,2.001931456,0,-0.6410806,0,0.23797,0,6.RP.2,PU
488,@2247,2247,Include in FY19 calib,FY18_Calibrated&Unused,,4725,4853,4233,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.405610765,0.5889769,0.2448,1.405610749,0,0.588976868,0,0.2448,0,6.RP.3d,CU
489,@2250,2250,Include in FY19 calib,FY18_Calibrated&Unused,,333,350,508,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.9429634,0.2,1.49834036,0,1.777795774,0,0.19997,0,6.NS.3,PU
490,@2251,2251,Include in FY19 calib,FY18_Calibrated&Unused,,655,674,799,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.153692353,-0.4297448,0.2648904,1.306410103,0,-0.383645544,0,0.21645,0,6.NS.3,PU
491,@2254,2254,Include in FY19 calib,FY18 Operational ,,2651,2316,2276,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.741759706,1.0350815,0.26878,1.741759695,0,1.035081542,0,0.26878,0,6.EE.1,CU
492,@2255,2255,Include in FY19 calib,FY18_Calibrated&Unused,,819,861,960,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.899310824,1.217308,0.1727571,1.001483083,0,1.175882035,0,0.16915,0,4.OA.4,CU
493,@2256,2256,Include in FY19 calib,FY18_Calibrated&Unused,,2593,2685,2523,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.573709882,0.671795,0.5,1.573709858,0,0.671794957,0,0.5,0,8.EE.2,CU
494,@2258,2258,Include in FY19 calib,FY18_Calibrated&Unused,,5576,5735,5007,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.936514882,0.6180746,0.3256,1.936514871,0,0.618074622,0,0.3256,0,4.NF.2,CU
495,@2259,2259,Include in FY19 calib,FY18_Calibrated&Unused,,745,774,865,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.139818412,1.3656049,0.147393,1.349358727,0,1.299841268,0,0.14845,0,5.NBT.3b,CU
496,@2261,2261,Include in FY19 calib,FY18_Calibrated&Unused,,3814,3732,2924,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.896637529,1.1191661,0.19105,1.896637525,0,1.119166074,0,0.19105,0,3.MD.8,PU
497,@2263,2263,Include in FY19 calib,FY18_Calibrated&Unused,,1187,1204,1277,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.082112529,-0.12682,0.1596389,1.183526123,0,-0.110099867,0,0.12522,0,2.NBT.7,PU
498,@2264,2264,Include in FY19 calib,FY18_Calibrated&Unused,,3591,3636,3175,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.493117529,-0.7506949,0.14481,1.493117545,0,-0.750694926,0,0.14481,0,3.OA.7,PU
499,@2267,2267,Include in FY19 calib,FY18_Calibrated&Unused,,5323,5028,3585,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.001630882,0.0296595,0.16841,1.001630898,0,0.029659465,0,0.16841,0,3.MD.8,PU
500,@2268,2268,Include in FY19 calib,FY18 Operational ,,5512,4842,4440,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.410817118,0.6290586,0.21995,1.410817141,0,0.629058583,0,0.21995,0,7.NS.3,PU
501,@2269,2269,Include in FY19 calib,FY18 Operational ,,5680,4959,3772,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.128609353,1.0386739,0.22434,2.128609368,0,1.038673857,0,0.22434,0,6.NS.7a,CU
502,@2270,2270,Include in FY19 calib,FY18_Calibrated&Unused,,6935,7098,6241,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.228199235,-0.4265403,0.19931,1.228199262,0,-0.426540224,0,0.19931,0,6.SP.4,CU
503,@2272,2272,Include in FY19 calib,FY18_Calibrated&Unused,,1873,1863,1698,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.616515588,1.8928716,0.22707,2.616515594,0,1.892871637,0,0.22707,0,8.F.3,PU
504,@2276,2276,Include in FY19 calib,FY18 Operational ,,3104,2765,2334,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.16973,-1.0253731,0.12653,1.169730007,0,-1.025373096,0,0.12653,0,5.G.2,CU
505,@2280,2280,Include in FY19 calib,FY18_Calibrated&Unused,,3434,3539,3296,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.069642471,0.1188037,0.19081,1.069642467,0,0.118803682,0,0.19081,0,5.NBT.7,PU
506,@2282,2282,Include in FY19 calib,FY18_Calibrated&Unused,,4090,4194,3896,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.149462882,0.0121363,0.10613,1.149462855,0,0.012136272,0,0.10613,0,2.OA.1,PU
507,@2290,2290,Include in FY19 calib,FY18 Operational ,,3168,3094,2715,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.069773882,-1.1630866,0.17404,1.069773859,0,-1.163086634,0,0.17404,0,2.NBT.2,PU
508,@2291,2291,Include in FY19 calib,FY18_Calibrated&Unused,,1739,1791,1761,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.026792412,0.5903103,0.32095,1.026792387,0,0.590310287,0,0.32095,0,4.NBT.2,CU
509,@2292,2292,Include in FY19 calib,FY18_Calibrated&Unused,,2925,2996,2833,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.011912294,0.3117293,0.26134,1.01191229,0,0.31172928,0,0.26134,0,4.NBT.2,CU
510,@2293,2293,Include in FY19 calib,FY18_Calibrated&Unused,,2226,2224,1948,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.221925294,-1.6812812,0.18503,1.221925314,0,-1.68128116,0,0.18503,0,3.OA.8,PU
511,@2295,2295,Include in FY19 calib,FY18 Operational ,,3146,2825,2527,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.137539059,-1.085864,0.15313,1.137539068,0,-1.085864032,0,0.15313,0,2.NBT.3,CU
512,@2296,2296,Include in FY19 calib,FY18_Calibrated&Unused,,2689,2762,2681,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.866023294,0.8164983,0.20557,1.866023286,0,0.816498289,0,0.20557,0,4.NF.1,CU
513,@2297,2297,Include in FY19 calib,FY18_Calibrated&Unused,,1466,1519,1563,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.448165176,1.0934902,0.21452,1.448165199,0,1.093490153,0,0.21452,0,4.NF.6,PU
514,@2298,2298,Include in FY19 calib,FY18_Calibrated&Unused,,2450,2330,1770,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.339575,1.1318488,0.18327,2.339574981,0,1.131848774,0,0.18327,0,4.NF.6,PU
515,@2299,2299,Include in FY19 calib,FY18_Calibrated&Unused,,5548,5661,4992,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.665109118,-0.0572441,0.1483,1.665109129,0,-0.057244122,0,0.1483,0,2.OA.1,PU
516,@2300,2300,Include in FY19 calib,FY18_Calibrated&Unused,,4501,4610,4231,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.354515824,-0.3066726,0.28669,1.354515847,0,-0.306672578,0,0.28669,0,3.NF.1,PU
517,@2301,2301,Include in FY19 calib,FY18_Calibrated&Unused,,2168,1578,399,Include FY18 Calib,Operational FY16,,;,1.073369765,0.1070068,0.2005537,1.614375553,0,0.327358895,0,0.20003,0,4.NF.4a,PU
518,@2302,2302,Include in FY19 calib,FY18_Calibrated&Unused,,2883,2403,1227,Include FY18 Calib,Operational FY16,,;,1.368675235,0.4020868,0.1581468,1.34329829,0,0.295289871,0,0.12312,0,4.NF.4b,CU
519,@2305,2305,Include in FY19 calib,FY18_Calibrated&Unused,,242,245,430,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.0146499,0.2,1.247645216,0,0.034780036,0,0.20001,0,6.RP.3c,CU
520,@2306,2306,Include in FY19 calib,FY18 Operational ,,4092,3395,3140,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.559371765,0.7679472,0.29064,1.559371751,0,0.767947234,0,0.29064,0,6.NS.7a,CU
521,@2309,2309,Include in FY19 calib,FY18_Calibrated&Unused,,1618,1675,1695,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.363466882,0.7920949,0.17701,1.363466898,0,0.792094899,0,0.17701,0,6.SP.5,PU
522,@2311,2311,Include in FY19 calib,FY18 Operational ,,5118,4708,4330,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.373863235,1.2213644,0.04622,1.373863257,0,1.2213644,0,0.04622,0,7.EE.4,PU
523,@2313,2313,Include in FY19 calib,FY18_Calibrated&Unused,,2325,2386,2298,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.754926765,0.0471035,0.21924,0.754926774,0,0.047103504,0,0.21924,0,3.OA.1,PU
524,@2316,2316,Include in FY19 calib,FY18 Operational ,,3443,3335,2995,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.445553765,-1.2820349,0.16153,1.445553791,0,-1.282034891,0,0.16153,0,2.MD.10,CU
525,@2317,2317,Include in FY19 calib,FY18_Calibrated&Unused,,2165,2212,2145,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.271164294,-0.3204086,0.16826,1.27116431,0,-0.320408617,0,0.16826,0,3.OA.8,PU
526,@2319,2319,Include in FY19 calib,FY18_Calibrated&Unused,,2092,2160,2107,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.396643294,-0.6371169,0.14534,1.396643273,0,-0.637116876,0,0.14534,0,3.OA.8,PU
527,@2321,2321,Include in FY19 calib,FY18_Calibrated&Unused,,923,961,1091,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.728032353,1.0651474,0.3226953,0.846753068,0,1.012742211,0,0.31463,0,6.EE.2c,PU
528,@2323,2323,Include in FY19 calib,FY18_Calibrated&Unused,,7331,7337,6154,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.430000294,1.0049731,0.27433,1.430000312,0,1.004973068,0,0.27433,0,6.EE.9,ST
529,@2326,2326,Include in FY19 calib,FY18_Calibrated&Unused,,1357,1301,1143,Include FY18 Calib,Operational FY16,,;,1.033925235,2.0591794,0.1970231,1.495696104,0,1.959585194,0,0.23759,0,7.EE.3,ST
530,@2328,2328,Include in FY19 calib,FY18_Calibrated&Unused,,3754,3860,3658,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.371683824,1.4701961,0.37816,2.3716838,0,1.470196166,0,0.37816,0,7.EE.4,ST
531,@2331,2331,Include in FY19 calib,FY18_Calibrated&Unused,,3732,3868,3620,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.600398765,0.8650554,0.18495,1.600398773,0,0.865055432,0,0.18495,0,7.EE.4a,PU
532,@2332,2332,Include in FY19 calib,FY18_Calibrated&Unused,,1820,1866,1831,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.828790176,1.6389193,0.35404,1.828790196,0,1.6389193,0,0.35404,0,8.G.2,PU
533,@2333,2333,Include in FY19 calib,FY18_Calibrated&Unused,,1964,1975,1857,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.252030412,1.834256,0.17297,1.252030411,0,1.834256011,0,0.17297,0,7.G.6,PU
534,@2334,2334,Include in FY19 calib,FY18_Calibrated&Unused,,1234,1212,1154,Include FY18 Calib,Operational FY16,,;,1.470708588,2.055085,0.1505261,2.328981535,0,1.883598593,0,0.17899,0,7.EE.4a,ST
535,@2338,2338,Include in FY19 calib,FY18_Calibrated&Unused,,1853,1934,1896,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.358901059,0.9996576,0.20993,1.358901041,0,0.99965766,0,0.20993,0,7.RP.3,PU
536,@2339,2339,Include in FY19 calib,FY18 Operational ,,4070,2405,1504,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.212481529,-0.2363058,0.15885,1.212481544,0,-0.236305818,0,0.15885,0,5.NBT.7,ST
537,@2340,2340,Include in FY19 calib,FY18 Operational ,,2509,1470,1511,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.245378706,0.7268974,0.14966,1.245378712,0,0.726897421,0,0.14966,0,6.EE.2c,PU
538,@2343,2343,Include in FY19 calib,FY18_Calibrated&Unused,,1283,1313,1415,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.055996588,0.9554385,0.1996732,1.15555614,0,0.911420654,0,0.17352,0,7.EE.3,PU
539,@2344,2344,Include in FY19 calib,FY18_Calibrated&Unused,,2501,2388,1821,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.70001,1.0522455,0.24843,1.700010019,0,1.052245502,0,0.24843,0,7.G.6,ST
540,@2346,2346,Include in FY19 calib,FY18_Calibrated&Unused,,788,754,756,Include FY18 Calib,Operational FY16,,;,1.404447353,2.0185502,0.1004426,2.277607425,0,1.853435322,0,0.10927,0,7.G.6,ST
541,@2349,2349,Include in FY19 calib,FY18_Calibrated&Unused,,1087,1120,1237,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.529327588,0.8687506,0.2384205,1.883941813,0,0.907085521,0,0.26,0,6.EE.1,PU
542,@2352,2352,Include in FY19 calib,FY18_Calibrated&Unused,,1927,1968,1968,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.591086412,1.1209074,0.3808,1.591086395,0,1.120907434,0,0.3808,0,8.NS.2,PU
543,@2353,2353,Include in FY19 calib,FY18_Calibrated&Unused,,1423,1476,1533,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.940878706,0.9047901,0.3955,0.940878714,0,0.904790092,0,0.3955,0,7.NS.1d,PU
544,@2354,2354,Include in FY19 calib,FY18_Calibrated&Unused,,196,205,415,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8533459,0.2,1.772341086,0,0.801915924,0,0.20001,0,6.NS.7a,CU
545,@2355,2355,Include in FY19 calib,FY18_Calibrated&Unused,,350,368,574,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,2.0733685,0.2,2.455987925,0,1.767000562,0,0.19993,0,8.EE.3,PU
546,@2357,2357,Include in FY19 calib,FY18_Calibrated&Unused,,1030,1076,1183,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.382553765,0.6144519,0.3163705,1.775346668,0,0.700521302,0,0.36781,0,4.NF.4b,CU
547,@2358,2358,Include in FY19 calib,FY18 Operational ,,6872,6251,5666,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.686016824,0.7669487,0.22984,1.686016815,0,0.766948692,0,0.22984,0,2.MD.10,ST
548,@2363,2363,Include in FY19 calib,FY18_Calibrated&Unused,,2275,2324,2275,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.147738353,0.5643969,0.13574,1.14773834,0,0.564396907,0,0.13574,0,3.OA.5,PU
549,@2364,2364,Include in FY19 calib,FY18_Calibrated&Unused,,3650,3740,3367,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.867463647,-0.3750179,0.16847,0.867463666,0,-0.375017898,0,0.16847,0,6.RP.3c,CU
550,@2366,2366,Include in FY19 calib,FY18_Calibrated&Unused,,3000,2989,2712,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.557827882,1.5020217,0.04755,1.5578279,0,1.502021644,0,0.04755,0,6.EE.9,PU
551,@2368,2368,Include in FY19 calib,FY18_Calibrated&Unused,,1392,1433,1522,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.448477235,1.4229664,0.23172,1.448477254,0,1.422966353,0,0.23172,0,7.G.6,PU
552,@2369,2369,Include in FY19 calib,FY18_Calibrated&Unused,,630,656,821,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.042229706,0.8617554,0.2719724,1.216456139,0,0.857310644,0,0.25667,0,7.EE.3,PU
553,@2370,2370,Include in FY19 calib,FY18_Calibrated&Unused,,2199,2282,2172,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.613598706,1.1047603,0.25787,0.613598701,0,1.104760281,0,0.25787,0,6.SP.5,PU
554,@2371,2371,Include in FY19 calib,FY18_Calibrated&Unused,,1215,1245,1271,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.769078,1.2987237,0.0949573,2.103185096,0,1.250072479,0,0.08876,0,6.EE.9,PU
555,@2373,2373,Include in FY19 calib,FY18_Calibrated&Unused,,3877,3988,3695,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.188683235,0.2226277,0.159,1.188683243,0,0.222627683,0,0.159,0,7.SP.6,CU
556,@2375,2375,Include in FY19 calib,FY18_Calibrated&Unused,,886,912,1034,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.197780176,0.5881181,0.2013236,1.418864875,0,0.592727489,0,0.1971,0,6.RP.3b,PU
557,@2376,2376,Include in FY19 calib,FY18_Calibrated&Unused,,3013,3078,2911,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.248105059,0.1295806,0.23198,1.248105087,0,0.129580628,0,0.23198,0,6.EE.1,CU
558,@2378,2378,Include in FY19 calib,FY18_Calibrated&Unused,,2538,2639,2556,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.705183588,0.8999313,0.2055,1.705183562,0,0.899931334,0,0.2055,0,4.OA.2,PU
559,@2385,2385,Include in FY19 calib,FY18_Calibrated&Unused,,654,659,748,Include FY18 Calib,Operational FY16,,;,1.258718176,2.0428814,0.1814033,2.200973283,0,1.936868367,0,0.23478,0,6.EE.3,CU
560,@2386,2386,Include in FY19 calib,FY18_Calibrated&Unused,,175,184,390,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3924857,0.2,1.614375553,0,1.293265504,0,0.20001,0,4.MD.2,PU
561,@2388,2388,Include in FY19 calib,FY18_Calibrated&Unused,,855,788,760,Include FY18 Calib,Operational FY16,,;,1.044796294,1.7828406,0.1834825,1.618153061,0,1.696773843,0,0.21289,0,5.NF.1,ST
562,@2389,2389,Include in FY19 calib,FY18_Calibrated&Unused,,226,237,459,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3069647,0.2,1.327777659,0,1.261799258,0,0.20001,0,5.NBT.3,CU
563,@2390,2390,Include in FY19 calib,FY18_Calibrated&Unused,,4225,3985,2907,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.108025235,1.1108794,0.22797,1.108025234,0,1.110879394,0,0.22797,0,7.EE.3,ST
564,@2393,2393,Include in FY19 calib,FY18 Operational ,,2321,2157,1857,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.631193647,-1.2343119,0.16046,1.631193676,0,-1.234311895,0,0.16046,0,3.OA.9,PU
565,@2394,2394,Include in FY19 calib,FY18_Calibrated&Unused,,6287,6496,5675,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.003995941,0.8663767,0.09839,1.003995947,0,0.866376673,0,0.09839,0,3.MD.8,ST
566,@2395,2395,Include in FY19 calib,FY18_Calibrated&Unused,,3055,3144,2948,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.897289529,0.2696992,0.15838,0.897289556,0,0.269699191,0,0.15838,0,3.MD.1,PU
567,@2396,2396,Include in FY19 calib,FY18_Calibrated&Unused,,6916,6751,5147,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.052150941,-0.1611168,0.06712,1.052150962,0,-0.161116833,0,0.06712,0,3.OA.9,CU
568,@2397,2397,Include in FY19 calib,FY18_Calibrated&Unused,,1359,1398,1465,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.446287471,-0.0084621,0.2505631,0.551056306,0,0.008732706,0,0.24806,0,2.OA.1,CU
569,@2398,2398,Include in FY19 calib,FY18_Calibrated&Unused,,3442,3517,3092,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.524093118,0.6587835,0.24217,1.524093111,0,0.65878347,0,0.24217,0,4.NBT.2,CU
570,@2399,2399,Include in FY19 calib,FY18 Operational ,,4589,3858,3628,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.157642,-0.3738732,0.11909,1.157641981,0,-0.373873228,0,0.11909,0,5.NF.6,PU
571,@2401,2401,Include in FY19 calib,FY18_Calibrated&Unused,,2695,2772,2677,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.763554294,0.9164864,0.26996,1.763554274,0,0.916486427,0,0.26996,0,6.RP.3c,PU
572,@2402,2402,Include in FY19 calib,FY18 Operational ,,5223,4320,4037,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.231812529,-0.1004737,0.19198,1.23181253,0,-0.100473679,0,0.19198,0,4.OA.5,PU
573,@2403,2403,Include in FY19 calib,FY18_Calibrated&Unused,,4619,4749,4415,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.513504588,0.9488721,0.31623,2.513504591,0,0.948872063,0,0.31623,0,6.EE.5,PU
574,@2404,2404,Include in FY19 calib,FY18_Calibrated&Unused,,6537,6698,6075,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.880455,0.5460518,0.15979,0.880455009,0,0.546051745,0,0.15979,0,6.SP.4,CU
575,@2408,2408,Include in FY19 calib,FY18_Calibrated&Unused,,281,289,477,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.7233409,0.2,2.445230239,0,1.302635967,0,0.19994,0,4.NF.3d,PU
576,@2410,2410,Include in FY19 calib,FY18_Calibrated&Unused,,153,165,398,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.5480939,0.2,1.614375553,0,1.43346322,0,0.2,0,4.NF.7,PU
577,@2413,2413,Include in FY19 calib,FY18 Operational ,,269,168,406,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.875204,0.2,1.233914796,0,1.816939834,0,0.2,0,8.EE.3,PU
578,@2414,2414,Include in FY19 calib,FY18 Operational ,,5169,4769,3945,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.860718353,1.2118234,0.31081,1.860718351,0,1.211823454,0,0.31081,0,6.SP.5,ST
579,@2417,2417,Include in FY19 calib,FY18_Calibrated&Unused,,1092,1048,1015,Include FY18 Calib,Operational FY16,,;,1.305388706,1.8296146,0.1874038,1.742712284,0,1.75890872,0,0.21662,0,6.G.1,ST
580,@2420,2420,Include in FY19 calib,FY18 Operational ,,3196,2109,2104,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.557318765,0.6677643,0.28029,1.557318758,0,0.667764258,0,0.28029,0,5.G.1,CU
581,@2421,2421,Include in FY19 calib,FY18_Calibrated&Unused,,1950,1954,1829,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.936005706,1.5600223,0.28576,1.936005729,0,1.560022314,0,0.28576,0,8.G.7,PU
582,@2423,2423,Include in FY19 calib,FY18_Calibrated&Unused,,723,634,609,Include FY18 Calib,Operational FY16,,;,1.469519882,1.8716267,0.1348656,2.22920605,0,1.729743991,0,0.19996,0,7.SP.8a,PU
583,@2425,2425,Include in FY19 calib,FY18 Operational ,,209,199,432,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,2.7201426,0.2,2.129151358,0,2.235499364,0,0.19995,0,8.EE.3,PU
584,@2430,2430,Include in FY19 calib,FY18 Operational ,,9245,8676,7261,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.857236471,1.2391372,0.22517,1.857236474,0,1.239137228,0,0.22517,0,6.EE.9,ST
585,@2431,2431,Include in FY19 calib,FY18_Calibrated&Unused,,1454,1498,1507,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.423217235,1.174372,0.16967,1.423217221,0,1.174372045,0,0.16967,0,4.MD.6,CU
586,@2432,2432,Include in FY19 calib,FY18_Calibrated&Unused,,1302,1339,1408,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.993700059,-0.0315315,0.2815728,1.06366415,0,-0.012370625,0,0.25786,0,5.NBT.7,PU
