"","mar.rel","loc.mrel","ave.csee","loc.ave","max.csee","loc.max","order"
"1",0.874888121244851,42,0.375382785334182,42,0.622348292412734,2,1
"2",0.874340942065426,52,0.375661549115976,52,0.622483779744108,1,2
"3",0.871231041901372,30,0.376092165711745,33,0.632702072629567,6,3
"4",0.871109259804457,31,0.378226430956492,30,0.64462273042015,33,4
"5",0.871045317320643,33,0.379121909137752,38,0.647267233429614,5,5
"6",0.870171447962423,56,0.380053991722291,23,0.647419021137952,7,6
"7",0.869614315545186,37,0.380335417026673,31,0.648009786181214,10,7
"8",0.869125647901051,34,0.380362130708058,18,0.648135784131955,9,8
"9",0.869054565054492,38,0.38131672828238,24,0.648464962873628,12,9
"10",0.868920756836222,19,0.382188649818222,19,0.649881973316792,11,10
"11",0.868660605461479,18,0.382380707800683,34,0.650236226545387,3,11
"12",0.868524286650418,24,0.383009446702701,12,0.651304977525537,32,12
"13",0.867813528866235,23,0.383181343626314,37,0.651330171656346,30,13
"14",0.867680982127073,17,0.383578517891986,17,0.653584331271753,13,14
"15",0.866097452901504,39,0.383904455632115,56,0.655341027039955,8,15
"16",0.866090152640485,40,0.384372658228077,14,0.65899354784771,22,16
"17",0.865446445853502,14,0.38747092849482,7,0.65905324726377,24,17
"18",0.865396245737921,12,0.387666277597683,28,0.659063659098256,19,18
"19",0.864140217538657,32,0.388037284758272,6,0.659145101314542,15,19
"20",0.863678982639607,25,0.388121230324145,26,0.659156726645747,25,20
"21",0.863636670764526,58,0.388399616726129,39,0.659202759755796,16,21
"22",0.863479609044732,28,0.388610807673593,40,0.65926934621351,23,22
"23",0.863072220013212,45,0.388892023293594,20,0.659275903891273,21,23
"24",0.862581323551605,26,0.389174999050855,25,0.659463135960367,17,24
"25",0.86251004391198,9,0.389423155851223,9,0.659519366734014,20,25
"26",0.862476003951218,22,0.389592016766077,2,0.659611535284975,18,26
"27",0.862386726403555,20,0.390342858194674,3,0.659673388681767,4,27
"28",0.862283224451626,61,0.392169882826981,22,0.659734709260965,31,28
"29",0.862126443009823,7,0.392193787538977,47,0.66250741699786,29,29
"30",0.861999814993689,59,0.392311255080684,32,0.663325791366387,28,30
"31",0.861780953435211,53,0.392484151468901,45,0.663643169329975,26,31
"32",0.861314748850661,2,0.393337868669384,58,0.664347114183419,42,32
"33",0.860833316535866,6,0.393953306627406,4,0.664751372667886,37,33
"34",0.859836892021788,15,0.394283163730321,61,0.665959422798812,14,34
"35",0.859538559044245,3,0.395185640535003,53,0.666265844989422,34,35
"36",0.859505879509408,47,0.395746744281814,8,0.666534023196102,40,36
"37",0.858853683912582,8,0.396697193180825,59,0.667290663573671,36,37
"38",0.858376298504782,63,0.397827227502228,63,0.679840006412858,38,38
"39",0.857119874267856,21,0.39824067164058,15,0.680312163953092,39,39
"40",0.856920478120112,4,0.400813296938032,66,0.690952590867588,45,40
"41",0.856384713029596,66,0.400936965993928,21,0.704619076695878,27,41
"42",0.85588696652673,16,0.402898577741541,64,0.704944738445131,52,42
"43",0.854632178394582,64,0.403137507472327,49,0.70819616984147,46,43
"44",0.853650444936535,65,0.404651514833254,1,0.718339656431458,53,44
"45",0.853108516048317,10,0.405162313292465,16,0.724572457610429,56,45
"46",0.852095433112932,67,0.406351984129007,10,0.736627545235765,59,46
"47",0.851821629587413,49,0.407123343682792,36,0.745271935483123,58,47
"48",0.85114597776473,36,0.407768951336675,65,0.747954252132666,61,48
"49",0.850697406243995,1,0.407895801760898,50,0.764262608047121,65,49
"50",0.850389400973866,13,0.409420467180357,29,0.768482016293913,64,50
"51",0.849911305847591,29,0.409618043311893,46,0.768969829703382,63,51
"52",0.849688863030936,46,0.41145515759862,13,0.773506359424899,67,52
"53",0.848491847359595,50,0.41161229601867,67,0.774003294433217,35,53
"54",0.843203799304586,27,0.417786190143911,41,0.783870511965847,66,54
"55",0.84105713168659,35,0.418433411462538,44,0.866948025883605,47,55
"56",0.840638691780476,11,0.420582103642341,27,0.894312234957659,49,56
"57",0.837000142503638,51,0.420881259261157,43,0.958947117082792,50,57
"58",0.835600672551397,48,0.422039210693338,51,0.959417846982216,69,58
"59",0.83527253998156,44,0.422099616620258,48,0.984270575229472,51,59
"60",0.834985019469324,41,0.424604610553251,35,1.00416115045874,41,60
"61",0.832498188807274,69,0.426454510883978,11,1.01615576766837,44,61
"62",0.831502392052216,43,0.43254843049078,69,1.03018418936746,43,62
"63",0.828303921103468,5,0.439808764136052,5,1.04216194024014,48,63
"64",0.821441319524998,57,0.439837090470781,57,1.0585404766,57,64
"65",0.81505855615058,68,0.449180260579166,68,1.09487301840766,68,65
"66",0.805897176122333,54,0.452661222436774,54,1.25399931727853,54,66
"67",0.797068323225902,55,0.463757070736676,55,1.25429085846982,55,67
"68",0.776166440720398,60,0.482954120925591,60,1.36981595982808,60,68
"69",0.765607661908238,62,0.494781858567002,62,1.39194489298517,62,69
"70",0.734860080064719,71,0.521605947858917,71,1.47668180775736,71,70
"71",0.71870126818777,70,0.542780537583234,70,1.47668293422416,70,71
